                                                  Stdlib	                                                                                                                    Containers	                                                                                        Batteries	                                                                                                                                             Base
		BatList.remove_all : 'a list -> 'a -> 'a list	
List.remove_assoc : 'a -> ('a * 'b) list -> ('a * 'b) list	CCList.remove_assoc : eq:('a -> 'a -> bool) -> 'a -> ('a * 'b) list -> ('a * 'b) list	BatList.remove_assoc : 'a -> ('a * 'b) list -> ('a * 'b) list	
List.remove_assq : 'a -> ('a * 'b) list -> ('a * 'b) list	CCList.remove_assq : 'a -> ('a * 'b) list -> ('a * 'b) list	BatList.remove_assq : 'a -> ('a * 'b) list -> ('a * 'b) list	
	CCList.remove_at_idx : int -> 'a list -> 'a list	BatList.remove_at : int -> 'a list -> 'a list	
		BatList.remove_if : ('a -> bool) -> 'a list -> 'a list	
	CCList.remove_one : eq:('a -> 'a -> bool) -> 'a -> 'a list -> 'a list		
	CCList.repeat : int -> 'a list -> 'a list		
	CCList.replicate : int -> 'a -> 'a list		
	CCList.return : 'a -> 'a list		
List.rev : 'a list -> 'a list	CCList.rev : 'a list -> 'a list	BatList.rev : 'a list -> 'a list	
List.rev_append : 'a list -> 'a list -> 'a list	CCList.rev_append : 'a list -> 'a list -> 'a list	BatList.rev_append : 'a list -> 'a list -> 'a list	
List.rev_map : ('a -> 'b) -> 'a list -> 'b list	CCList.rev_map : ('a -> 'b) -> 'a list -> 'b list	BatList.rev_map : ('a -> 'b) -> 'a list -> 'b list	
List.rev_map2 : ('a -> 'b -> 'c) -> 'a list -> 'b list -> 'c list	CCList.rev_map2 : ('a -> 'b -> 'c) -> 'a list -> 'b list -> 'c list	BatList.rev_map2 : ('a -> 'b -> 'c) -> 'a list -> 'b list -> 'c list	
		BatList.rfind : ('a -> bool) -> 'a list -> 'a	
		BatList.rindex_of : 'a -> 'a list -> int option	
		BatList.rindex_ofq : 'a -> 'a list -> int option	
	CCList.scan_left : ('acc -> 'a -> 'acc) -> 'acc -> 'a list -> 'acc list		
	CCList.set_at_idx : int -> 'a -> 'a list -> 'a list		
		BatList.shuffle : ?state:Random.State.t -> 'a list -> 'a list	
		BatList.singleton : 'a -> 'a list	
List.sort : ('a -> 'a -> int) -> 'a list -> 'a list	CCList.sort : ('a -> 'a -> int) -> 'a list -> 'a list	BatList.sort : ('a -> 'a -> int) -> 'a list -> 'a list	
List.sort_uniq : ('a -> 'a -> int) -> 'a list -> 'a list	CCList.sort_uniq : cmp:('a -> 'a -> int) -> 'a list -> 'a list	BatList.sort_uniq : ('a -> 'a -> int) -> 'a list -> 'a list	
		BatList.sort_unique : ('a -> 'a -> int) -> 'a list -> 'a list	
	CCList.sorted_insert : cmp:('a -> 'a -> int) -> ?uniq:bool -> 'a -> 'a list -> 'a list		
	CCList.sorted_merge : cmp:('a -> 'a -> int) -> 'a list -> 'a list -> 'a list		
	CCList.sorted_merge_uniq : cmp:('a -> 'a -> int) -> 'a list -> 'a list -> 'a list		
		BatList.span : ('a -> bool) -> 'a list -> 'a list * 'a list	
List.split : ('a * 'b) list -> 'a list * 'b list	CCList.split : ('a * 'b) list -> 'a list * 'b list	BatList.split : ('a * 'b) list -> 'a list * 'b list	
		BatList.split_at : int -> 'a list -> 'a list * 'a list	
		BatList.split_nth : int -> 'a list -> 'a list * 'a list	
List.stable_sort : ('a -> 'a -> int) -> 'a list -> 'a list	CCList.stable_sort : ('a -> 'a -> int) -> 'a list -> 'a list	BatList.stable_sort : ('a -> 'a -> int) -> 'a list -> 'a list	
	CCList.sublists_of_len : ?last:('a list -> 'a list option) -> ?offset:int -> int -> 'a list -> 'a list list		
	CCList.subset : eq:('a -> 'a -> bool) -> 'a list -> 'a list -> bool		
		BatList.subset : ('a -> 'b -> int) -> 'a list -> 'b list -> bool	
		BatList.sum : int list -> int	
	CCList.tail_opt : 'a list -> 'a list option		
	CCList.take : int -> 'a list -> 'a list	BatList.take : int -> 'a list -> 'a list	
	CCList.take_drop : int -> 'a list -> 'a list * 'a list		
	CCList.take_drop_while : ('a -> bool) -> 'a list -> 'a list * 'a list		
	CCList.take_while : ('a -> bool) -> 'a list -> 'a list	BatList.take_while : ('a -> bool) -> 'a list -> 'a list	
		BatList.takedrop : int -> 'a list -> 'a list * 'a list	
		BatList.takewhile : ('a -> bool) -> 'a list -> 'a list	
List.tl : 'a list -> 'a list	CCList.tl : 'a list -> 'a list	BatList.tl : 'a list -> 'a list	
	CCList.to_gen : 'a list -> 'a CCList.gen		
	CCList.to_iter : 'a list -> 'a CCList.iter		
List.to_seq : 'a list -> 'a Seq.t	CCList.to_seq : 'a list -> 'a Seq.t	BatList.to_seq : 'a list -> 'a Seq.t	
	CCList.to_string : ?start:string -> ?stop:string -> ?sep:string -> ('a -> string) -> 'a list -> string		
		BatList.transpose : 'a list list -> 'a list list	
		BatList.unfold : 'b -> ('b -> ('a * 'b) option) -> 'a list	
		BatList.unfold_exc : (unit -> 'a) -> 'a list * exn	
		BatList.unfold_exn : (unit -> 'a) -> 'a list * exn	
	CCList.union : eq:('a -> 'a -> bool) -> 'a list -> 'a list -> 'a list		
	CCList.uniq : eq:('a -> 'a -> bool) -> 'a list -> 'a list	BatList.unique : ?eq:('a -> 'a -> bool) -> 'a list -> 'a list	
	CCList.uniq_succ : eq:('a -> 'a -> bool) -> 'a list -> 'a list		
		BatList.unique_cmp : ?cmp:('a -> 'a -> int) -> 'a list -> 'a list	
		BatList.unique_hash : ?hash:('a -> int) -> ?eq:('a -> 'a -> bool) -> 'a list -> 'a list	
